,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Genre,Like or not like,Percent
21,0.201,https://api.spotify.com/v1/audio-analysis/34i4yxPrHWquuR4kjiivFO,0.674,233077,0.593,34i4yxPrHWquuR4kjiivFO,0.000529,11,0.209,-6.47,0,0.0582,116.995,4,https://api.spotify.com/v1/tracks/34i4yxPrHWquuR4kjiivFO,audio_features,spotify:track:34i4yxPrHWquuR4kjiivFO,0.471,3,1,0.990171347
22,0.13,https://api.spotify.com/v1/audio-analysis/7BZSd9ORoRKRC7YptZtsOp,0.638,188571,0.667,7BZSd9ORoRKRC7YptZtsOp,0,9,0.866,-4.944,0,0.0328,153.983,4,https://api.spotify.com/v1/tracks/7BZSd9ORoRKRC7YptZtsOp,audio_features,spotify:track:7BZSd9ORoRKRC7YptZtsOp,0.497,3,1,0.764040315
23,0.0172,https://api.spotify.com/v1/audio-analysis/2SAhbZ5QqI5Tof5DeBjGyF,0.496,190582,0.54,2SAhbZ5QqI5Tof5DeBjGyF,0.0367,7,0.13,-7.121,0,0.0324,131.337,5,https://api.spotify.com/v1/tracks/2SAhbZ5QqI5Tof5DeBjGyF,audio_features,spotify:track:2SAhbZ5QqI5Tof5DeBjGyF,0.172,3,1,0.725694305
24,0.927,https://api.spotify.com/v1/audio-analysis/1jo2kVsUlk5xbsEkF2KawK,0.369,206766,0.124,1jo2kVsUlk5xbsEkF2KawK,2.55E-05,2,0.107,-12.303,1,0.0323,141.504,3,https://api.spotify.com/v1/tracks/1jo2kVsUlk5xbsEkF2KawK,audio_features,spotify:track:1jo2kVsUlk5xbsEkF2KawK,0.113,3,1,0.728757384
25,0.141,https://api.spotify.com/v1/audio-analysis/5yVIlYEHZxQVLyInCdldoS,0.376,209440,0.696,5yVIlYEHZxQVLyInCdldoS,0,0,0.11,-4.785,0,0.0949,169.515,4,https://api.spotify.com/v1/tracks/5yVIlYEHZxQVLyInCdldoS,audio_features,spotify:track:5yVIlYEHZxQVLyInCdldoS,0.299,3,1,0.736440362
26,0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467,0.557,5uCax9HTNlzGybIStD3vDh,0,10,0.0902,-7.398,1,0.059,85.043,4,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh,0.475,3,1,0.965146002
27,0.687,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,0.492,251034,0.275,7vRriwrloYVaoAe3a9wJHe,0,6,0.101,-13.4,0,0.3,92.6,4,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,audio_features,spotify:track:7vRriwrloYVaoAe3a9wJHe,0.18,3,1,0.854218585
28,0.922,https://api.spotify.com/v1/audio-analysis/3ArYVrRb0lDBLzuJJqIXzC,0.444,254507,0.385,3ArYVrRb0lDBLzuJJqIXzC,0,6,0.145,-5.777,1,0.0456,128.856,3,https://api.spotify.com/v1/tracks/3ArYVrRb0lDBLzuJJqIXzC,audio_features,spotify:track:3ArYVrRb0lDBLzuJJqIXzC,0.286,3,1,0.777023803
29,0.046,https://api.spotify.com/v1/audio-analysis/2iuL3ONbUGaLz5gmzk0PKo,0.586,181606,0.745,2iuL3ONbUGaLz5gmzk0PKo,0,8,0.099,-6.88,1,0.0656,84.734,4,https://api.spotify.com/v1/tracks/2iuL3ONbUGaLz5gmzk0PKo,audio_features,spotify:track:2iuL3ONbUGaLz5gmzk0PKo,0.763,3,1,0.854948093
30,0.269,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,0.64,262533,0.743,5fVZC9GiM4e8vu99W0Xf6J,0,10,0.101,-4.08,1,0.0379,122.035,4,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,audio_features,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,0.356,3,1,0.893568841
31,0.607,https://api.spotify.com/v1/audio-analysis/6fxVffaTuwjgEk5h9QyRjy,0.614,258987,0.379,6fxVffaTuwjgEk5h9QyRjy,0.000464,4,0.0986,-10.48,1,0.0476,107.989,4,https://api.spotify.com/v1/tracks/6fxVffaTuwjgEk5h9QyRjy,audio_features,spotify:track:6fxVffaTuwjgEk5h9QyRjy,0.198,3,1,0.941590844
32,0.981,https://api.spotify.com/v1/audio-analysis/5vUNRJsvEOUsz4sbKkJpFr,0.351,223429,0.255,5vUNRJsvEOUsz4sbKkJpFr,0.000239,8,0.109,-8.628,1,0.0282,95.503,4,https://api.spotify.com/v1/tracks/5vUNRJsvEOUsz4sbKkJpFr,audio_features,spotify:track:5vUNRJsvEOUsz4sbKkJpFr,0.231,3,1,0.842912608
33,0.337,https://api.spotify.com/v1/audio-analysis/1Xwh83YOFQARZ3QXscP123,0.381,188947,0.344,1Xwh83YOFQARZ3QXscP123,0,2,0.0954,-11.948,1,0.0294,144.464,4,https://api.spotify.com/v1/tracks/1Xwh83YOFQARZ3QXscP123,audio_features,spotify:track:1Xwh83YOFQARZ3QXscP123,0.216,3,1,0.786945949
34,0.0183,https://api.spotify.com/v1/audio-analysis/7oUMJhQp5Bqu6HqxSZs02v,0.446,221573,0.77,7oUMJhQp5Bqu6HqxSZs02v,1.07E-06,6,0.122,-6.121,0,0.0549,82.765,4,https://api.spotify.com/v1/tracks/7oUMJhQp5Bqu6HqxSZs02v,audio_features,spotify:track:7oUMJhQp5Bqu6HqxSZs02v,0.719,3,1,0.981102866
35,0.126,https://api.spotify.com/v1/audio-analysis/52tbWCKaMaSLpYNw71XO9l,0.791,161633,0.654,52tbWCKaMaSLpYNw71XO9l,0,0,0.0839,-7.109,1,0.0417,97.995,4,https://api.spotify.com/v1/tracks/52tbWCKaMaSLpYNw71XO9l,audio_features,spotify:track:52tbWCKaMaSLpYNw71XO9l,0.485,3,1,0.768608465
36,0.899,https://api.spotify.com/v1/audio-analysis/52iFqPveidhkYAcH5CnE9t,0.673,206407,0.27,52iFqPveidhkYAcH5CnE9t,0,10,0.155,-11.572,1,0.0452,112.902,4,https://api.spotify.com/v1/tracks/52iFqPveidhkYAcH5CnE9t,audio_features,spotify:track:52iFqPveidhkYAcH5CnE9t,0.237,3,1,0.952412266
37,0.749,https://api.spotify.com/v1/audio-analysis/7cpCU3Denug5NGZsSpQl8v,0.431,213627,0.377,7cpCU3Denug5NGZsSpQl8v,0,2,0.211,-9.753,1,0.0288,173.67,4,https://api.spotify.com/v1/tracks/7cpCU3Denug5NGZsSpQl8v,audio_features,spotify:track:7cpCU3Denug5NGZsSpQl8v,0.364,3,1,0.700590175
38,0.0206,https://api.spotify.com/v1/audio-analysis/7vFv0yFGMJW3qVXbAd9BK9,0.647,249627,0.729,7vFv0yFGMJW3qVXbAd9BK9,0.0489,5,0.134,-6.251,1,0.0236,94.01,4,https://api.spotify.com/v1/tracks/7vFv0yFGMJW3qVXbAd9BK9,audio_features,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,0.683,3,1,0.993960166
39,0.474,https://api.spotify.com/v1/audio-analysis/1Slwb6dOYkBlWal1PGtnNg,0.781,281560,0.445,1Slwb6dOYkBlWal1PGtnNg,0,2,0.184,-6.061,1,0.0295,78.998,4,https://api.spotify.com/v1/tracks/1Slwb6dOYkBlWal1PGtnNg,audio_features,spotify:track:1Slwb6dOYkBlWal1PGtnNg,0.584,3,1,0.729946233
40,0.163,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,0.599,263400,0.448,0tgVpDi06FyKpA1z0VMD4v,0,8,0.106,-6.312,1,0.0232,95.05,3,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,audio_features,spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.168,3,1,0.885544419
41,0.066,https://api.spotify.com/v1/audio-analysis/1TnUURhehaoMWKAqQtirm6,0.51,249500,0.819,1TnUURhehaoMWKAqQtirm6,0,1,0.0794,-4.805,1,0.0613,100.063,4,https://api.spotify.com/v1/tracks/1TnUURhehaoMWKAqQtirm6,audio_features,spotify:track:1TnUURhehaoMWKAqQtirm6,0.516,3,1,0.876136072
42,0.892,https://api.spotify.com/v1/audio-analysis/4kflIGfjdZJW4ot2ioixTB,0.559,285040,0.33,4kflIGfjdZJW4ot2ioixTB,0,9,0.0975,-8.251,1,0.0285,135.109,4,https://api.spotify.com/v1/tracks/4kflIGfjdZJW4ot2ioixTB,audio_features,spotify:track:4kflIGfjdZJW4ot2ioixTB,0.28,3,1,0.994212171
43,0.348,https://api.spotify.com/v1/audio-analysis/7IWkJwX9C0J7tHurTD7ViL,0.381,290907,0.594,7IWkJwX9C0J7tHurTD7ViL,0,3,0.0925,-5.97,1,0.0486,143.86,4,https://api.spotify.com/v1/tracks/7IWkJwX9C0J7tHurTD7ViL,audio_features,spotify:track:7IWkJwX9C0J7tHurTD7ViL,0.275,3,1,0.77862497
44,0.0189,https://api.spotify.com/v1/audio-analysis/4vb4mFvYsr2h6enhjJsq9Y,0.596,240427,0.838,4vb4mFvYsr2h6enhjJsq9Y,1.54E-05,5,0.108,-6.52,0,0.0704,94.982,4,https://api.spotify.com/v1/tracks/4vb4mFvYsr2h6enhjJsq9Y,audio_features,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,0.479,3,1,0.716970116
45,0.336,https://api.spotify.com/v1/audio-analysis/4sPmO7WMQUAf45kwMOtONw,0.481,295493,0.451,4sPmO7WMQUAf45kwMOtONw,0,5,0.0872,-6.095,0,0.0347,157.966,4,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw,audio_features,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.287,3,1,0.781450534
46,0.0344,https://api.spotify.com/v1/audio-analysis/7gUpO6td4OOnu0Lf9vhcIV,0.684,211800,0.794,7gUpO6td4OOnu0Lf9vhcIV,0.0445,8,0.111,-6.08,0,0.0375,120.024,4,https://api.spotify.com/v1/tracks/7gUpO6td4OOnu0Lf9vhcIV,audio_features,spotify:track:7gUpO6td4OOnu0Lf9vhcIV,0.769,3,1,0.73978414
47,0.116,https://api.spotify.com/v1/audio-analysis/75fuzn623bYyKISKlFHdCw,0.529,205240,0.741,75fuzn623bYyKISKlFHdCw,1.23E-06,3,0.0736,-5.661,1,0.0268,100.004,4,https://api.spotify.com/v1/tracks/75fuzn623bYyKISKlFHdCw,audio_features,spotify:track:75fuzn623bYyKISKlFHdCw,0.457,3,1,0.765301041
48,0.42,https://api.spotify.com/v1/audio-analysis/4S1VYqwfkLit9mKVY3MXoo,0.489,226706,0.483,4S1VYqwfkLit9mKVY3MXoo,0.0028,9,0.236,-9.466,0,0.0275,136.822,4,https://api.spotify.com/v1/tracks/4S1VYqwfkLit9mKVY3MXoo,audio_features,spotify:track:4S1VYqwfkLit9mKVY3MXoo,0.334,3,1,0.789749998
49,0.0572,https://api.spotify.com/v1/audio-analysis/2IiNA0s5eQBSjwK4iNeUvW,0.585,244507,0.776,2IiNA0s5eQBSjwK4iNeUvW,7.74E-06,5,0.3,-5.898,1,0.0459,77.987,4,https://api.spotify.com/v1/tracks/2IiNA0s5eQBSjwK4iNeUvW,audio_features,spotify:track:2IiNA0s5eQBSjwK4iNeUvW,0.43,3,1,0.802108599
50,0.0382,https://api.spotify.com/v1/audio-analysis/58Mmq9tDlN7jiUqmvugggD,0.274,239453,0.808,58Mmq9tDlN7jiUqmvugggD,0,7,0.198,-2.678,1,0.0346,161.104,3,https://api.spotify.com/v1/tracks/58Mmq9tDlN7jiUqmvugggD,audio_features,spotify:track:58Mmq9tDlN7jiUqmvugggD,0.125,3,1,0.840135494
51,0.173,https://api.spotify.com/v1/audio-analysis/2ZpOQ2MJxce0xf1eKhobMR,0.697,268120,0.645,2ZpOQ2MJxce0xf1eKhobMR,0,7,0.0892,-4.27,1,0.0359,113.101,4,https://api.spotify.com/v1/tracks/2ZpOQ2MJxce0xf1eKhobMR,audio_features,spotify:track:2ZpOQ2MJxce0xf1eKhobMR,0.264,3,1,0.768308759
52,0.0567,https://api.spotify.com/v1/audio-analysis/5s5t0OFg9lIlBFaCI14K1i,0.524,257133,0.711,5s5t0OFg9lIlBFaCI14K1i,0,0,0.134,-5.494,0,0.0405,203.867,4,https://api.spotify.com/v1/tracks/5s5t0OFg9lIlBFaCI14K1i,audio_features,spotify:track:5s5t0OFg9lIlBFaCI14K1i,0.535,3,1,0.850990148
53,0.03,https://api.spotify.com/v1/audio-analysis/0JEqGkvUiMTQmFY6sgL9kg,0.649,253813,0.552,0JEqGkvUiMTQmFY6sgL9kg,6.47E-06,1,0.111,-5.419,0,0.0292,89.969,4,https://api.spotify.com/v1/tracks/0JEqGkvUiMTQmFY6sgL9kg,audio_features,spotify:track:0JEqGkvUiMTQmFY6sgL9kg,0.169,3,1,0.756079456
54,0.1,https://api.spotify.com/v1/audio-analysis/7L605WhF5EGf34ggj87yK6,0.461,195493,0.446,7L605WhF5EGf34ggj87yK6,0,7,0.169,-7.703,1,0.0267,139.868,3,https://api.spotify.com/v1/tracks/7L605WhF5EGf34ggj87yK6,audio_features,spotify:track:7L605WhF5EGf34ggj87yK6,0.35,3,1,0.99149471
55,0.0109,https://api.spotify.com/v1/audio-analysis/0M6ceBATSgswJqB3M8JywI,0.599,212013,0.677,0M6ceBATSgswJqB3M8JywI,8.04E-06,0,0.0612,-4.722,0,0.035,81.021,4,https://api.spotify.com/v1/tracks/0M6ceBATSgswJqB3M8JywI,audio_features,spotify:track:0M6ceBATSgswJqB3M8JywI,0.458,3,1,0.733165447
56,0.328,https://api.spotify.com/v1/audio-analysis/7ulZJytSQ43kwDjT2AL0LZ,0.454,237440,0.827,7ulZJytSQ43kwDjT2AL0LZ,0,11,0.226,-3.774,1,0.0398,94.767,4,https://api.spotify.com/v1/tracks/7ulZJytSQ43kwDjT2AL0LZ,audio_features,spotify:track:7ulZJytSQ43kwDjT2AL0LZ,0.317,3,1,0.958828002
57,0.408,https://api.spotify.com/v1/audio-analysis/48EjSdYh8wz2gBxxqzrsLe,0.719,250973,0.615,48EjSdYh8wz2gBxxqzrsLe,0.000147,6,0.235,-5.972,1,0.045,96.988,4,https://api.spotify.com/v1/tracks/48EjSdYh8wz2gBxxqzrsLe,audio_features,spotify:track:48EjSdYh8wz2gBxxqzrsLe,0.488,3,1,0.818615887
58,0.934,https://api.spotify.com/v1/audio-analysis/42vJ04V6KL5YewBBODA1Vw,0.616,111316,0.206,42vJ04V6KL5YewBBODA1Vw,4.63E-06,7,0.0812,-8.921,1,0.0413,44.194,4,https://api.spotify.com/v1/tracks/42vJ04V6KL5YewBBODA1Vw,audio_features,spotify:track:42vJ04V6KL5YewBBODA1Vw,0.466,3,1,0.723714851
59,0.515,https://api.spotify.com/v1/audio-analysis/1jkIErXa3YNUX5QIyO6GGR,0.759,237507,0.245,1jkIErXa3YNUX5QIyO6GGR,0.000154,6,0.102,-6.545,1,0.138,96.992,4,https://api.spotify.com/v1/tracks/1jkIErXa3YNUX5QIyO6GGR,audio_features,spotify:track:1jkIErXa3YNUX5QIyO6GGR,0.225,3,1,0.919094364
60,0.216,https://api.spotify.com/v1/audio-analysis/6e40mgJiCid5HRAGrbpGA6,0.689,213600,0.702,6e40mgJiCid5HRAGrbpGA6,0,6,0.159,-5.642,0,0.0261,99.031,4,https://api.spotify.com/v1/tracks/6e40mgJiCid5HRAGrbpGA6,audio_features,spotify:track:6e40mgJiCid5HRAGrbpGA6,0.472,3,1,0.986337398
61,0.0357,https://api.spotify.com/v1/audio-analysis/0Dh82a7EuRCgXNoowFNUXs,0.656,184400,0.609,0Dh82a7EuRCgXNoowFNUXs,0,8,0.0973,-6.025,1,0.0285,118.036,4,https://api.spotify.com/v1/tracks/0Dh82a7EuRCgXNoowFNUXs,audio_features,spotify:track:0Dh82a7EuRCgXNoowFNUXs,0.0872,3,1,0.966115442
62,0.25,https://api.spotify.com/v1/audio-analysis/3MYwiHsnNjSfaacdLUHNcz,0.764,261320,0.487,3MYwiHsnNjSfaacdLUHNcz,0,0,0.184,-6.734,1,0.0281,116.027,4,https://api.spotify.com/v1/tracks/3MYwiHsnNjSfaacdLUHNcz,audio_features,spotify:track:3MYwiHsnNjSfaacdLUHNcz,0.354,3,1,0.87817163
63,0.65,https://api.spotify.com/v1/audio-analysis/6kJIJGXinrUAEuU2eF1Aux,0.433,176947,0.307,6kJIJGXinrUAEuU2eF1Aux,0,0,0.0635,-8.796,1,0.0327,178.114,4,https://api.spotify.com/v1/tracks/6kJIJGXinrUAEuU2eF1Aux,audio_features,spotify:track:6kJIJGXinrUAEuU2eF1Aux,0.374,3,1,0.808043049
64,0.02,https://api.spotify.com/v1/audio-analysis/1AnesEZjtNHT7Nr2Y4BuNR,0.422,232240,0.904,1AnesEZjtNHT7Nr2Y4BuNR,4.49E-06,0,0.686,-4.531,1,0.102,163.929,4,https://api.spotify.com/v1/tracks/1AnesEZjtNHT7Nr2Y4BuNR,audio_features,spotify:track:1AnesEZjtNHT7Nr2Y4BuNR,0.316,3,1,0.859508123
65,0.785,https://api.spotify.com/v1/audio-analysis/1akKe1QnDbPxsAwKm4T5RX,0.441,196040,0.225,1akKe1QnDbPxsAwKm4T5RX,0.000252,10,0.107,-11.081,1,0.0294,85.679,4,https://api.spotify.com/v1/tracks/1akKe1QnDbPxsAwKm4T5RX,audio_features,spotify:track:1akKe1QnDbPxsAwKm4T5RX,0.164,3,1,0.804802498
66,0.238,https://api.spotify.com/v1/audio-analysis/619A7U0RtsSEvqJeJdazJ3,0.76,177573,0.303,619A7U0RtsSEvqJeJdazJ3,8.09E-06,2,0.294,-11.362,1,0.0284,99.991,4,https://api.spotify.com/v1/tracks/619A7U0RtsSEvqJeJdazJ3,audio_features,spotify:track:619A7U0RtsSEvqJeJdazJ3,0.157,3,1,0.812468442
67,0.177,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,0.598,193546,0.673,7lGKEWMXVWWTt3X71Bv44I,0.000316,9,0.203,-6.134,0,0.0469,117.02,4,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,audio_features,spotify:track:7lGKEWMXVWWTt3X71Bv44I,0.242,3,1,0.757353962
68,0.0255,https://api.spotify.com/v1/audio-analysis/2PtBhfoPZ6VYtXkrE5FrCH,0.682,186440,0.68,2PtBhfoPZ6VYtXkrE5FrCH,0.0208,2,0.1,-5.443,1,0.0299,111.035,4,https://api.spotify.com/v1/tracks/2PtBhfoPZ6VYtXkrE5FrCH,audio_features,spotify:track:2PtBhfoPZ6VYtXkrE5FrCH,0.599,3,1,0.711159313
69,0.454,https://api.spotify.com/v1/audio-analysis/5XVO2yXESFgE9og4IwrILf,0.477,193143,0.581,5XVO2yXESFgE9og4IwrILf,1.59E-06,10,0.196,-7.555,0,0.117,110.049,4,https://api.spotify.com/v1/tracks/5XVO2yXESFgE9og4IwrILf,audio_features,spotify:track:5XVO2yXESFgE9og4IwrILf,0.151,3,1,0.808774839
70,0.935,https://api.spotify.com/v1/audio-analysis/1mvfvDZOybiEgS1ecJxt9W,0.314,208154,0.286,1mvfvDZOybiEgS1ecJxt9W,0.0258,10,0.0999,-10.191,1,0.035,172.021,4,https://api.spotify.com/v1/tracks/1mvfvDZOybiEgS1ecJxt9W,audio_features,spotify:track:1mvfvDZOybiEgS1ecJxt9W,0.265,3,1,0.933446666
